GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
psi-probe-core,psiprobe.scheduler.triggers,ClusterStatsTrigger,0,9,0,0,0,3,0,2,0,2
psi-probe-core,psiprobe.controllers.quickcheck,TomcatAvailabilityXmlController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.quickcheck,TomcatAvailabilityController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.quickcheck,BaseTomcatAvailabilityController,278,10,30,0,66,4,16,3,1,3
psi-probe-core,psiprobe.controllers,DecoratorController,84,14,4,0,17,6,5,4,3,4
psi-probe-core,psiprobe.controllers,WhoisController,126,32,8,0,27,13,6,9,2,9
psi-probe-core,psiprobe.controllers,AbstractTomcatContainerController,0,22,0,0,0,9,0,5,0,5
psi-probe-core,psiprobe.controllers,RenderChartController,361,14,24,0,61,5,14,4,2,4
psi-probe-core,psiprobe.controllers,BeanToXmlController,46,10,4,0,11,4,4,3,2,3
psi-probe-core,psiprobe.controllers,RememberVisibilityController,49,9,4,0,8,2,4,1,2,1
psi-probe-core,psiprobe.controllers,AbstractContextHandlerController,54,3,8,0,12,1,6,1,2,1
psi-probe-core,psiprobe.model.jsp,CompilerException,16,0,0,0,8,0,4,0,4,0
psi-probe-core,psiprobe.model.jsp,Item,12,81,2,0,1,32,2,19,1,19
psi-probe-core,psiprobe.model.jsp,Summary,19,35,4,2,4,10,4,7,1,7
psi-probe-core,psiprobe.controllers.deploy,BaseUndeployContextController,77,14,4,0,15,5,4,4,2,4
psi-probe-core,psiprobe.controllers.deploy,UndeployContextController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.deploy,DeployConfigController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.deploy,DeployContextController,80,7,4,0,17,3,4,2,2,2
psi-probe-core,psiprobe.controllers.deploy,UploadWarController,408,11,52,0,85,4,28,3,2,3
psi-probe-core,psiprobe.controllers.deploy,DeployController,76,7,4,0,16,3,4,2,2,2
psi-probe-core,psiprobe.controllers.deploy,CopySingleFileController,414,11,48,0,90,4,26,3,2,3
psi-probe-core,psiprobe.controllers.deploy,UndeploySummaryContextController,5,11,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.tools.logging,FileLogAccessor,6,17,0,0,3,7,3,5,3,5
psi-probe-core,psiprobe.tools.logging,AbstractLogDestination,64,3,10,0,14,1,16,1,11,1
psi-probe-core,psiprobe.tools.logging,DefaultAccessor,64,21,6,0,16,8,7,6,4,6
psi-probe-core,psiprobe.tools.logging.slf4jlogback,TomcatSlf4jLogbackLoggerAccessor,266,3,20,0,63,1,20,1,10,1
psi-probe-core,psiprobe.tools.logging.slf4jlogback,TomcatSlf4jLogbackAppenderAccessor,101,10,8,0,17,4,13,3,9,3
psi-probe-core,psiprobe.tools.logging.slf4jlogback,TomcatSlf4jLogbackFactoryAccessor,187,0,6,0,39,0,7,0,4,0
psi-probe-core,psiprobe.controllers.wrapper,WrapperInfoController,77,11,4,0,22,4,4,3,2,3
psi-probe-core,psiprobe.controllers.wrapper,RestartJvmController,36,11,0,0,11,4,2,3,2,3
psi-probe-core,psiprobe.controllers.wrapper,ThreadDumpController,36,11,0,0,11,4,2,3,2,3
psi-probe-core,psiprobe.controllers.wrapper,StopJvmController,38,21,0,0,11,8,2,5,2,5
psi-probe-core,psiprobe.tools.url,UrlParser,65,66,5,5,13,25,5,10,0,10
